Time,Humidity,Atmospheric_Temp,Soil_Temp,Soil_Moisture,Dew_Point
2017-06-11 21:00:21+00:00,25.25236729398158,15.487149147397146,12.457884322462437,63.07730483387125,23.918314563235345
2017-06-11 22:00:21+00:00,33.30424619156938,12.115891381266607,8.514263280001757,40.0973565854752,31.54254360364493
2017-06-11 23:00:21+00:00,24.07205065971818,17.31920324220489,11.913326358364518,100.14191618761525,21.14284081457824
2017-06-12 00:00:21+00:00,45.026218157238496,15.86580497766425,14.70095787771432,64.63874248312644,42.217799383470556
2017-06-12 01:00:21+00:00,41.49091654837025,13.84273878368463,8.495548966223662,97.96469691314002,38.25713691515152
2017-06-12 02:00:21+00:00,56.010755760401686,11.8414262876428,10.867637526670856,145.96586631279092,52.67771659148464
2017-06-12 03:00:21+00:00,32.89424129811638,18.20242899496872,15.041605295174577,114.71729000462577,31.40559969118936
2017-06-12 04:00:21+00:00,39.90837288024976,15.294172981878276,14.967295076810235,114.92949932119163,36.10964894615463
2017-06-12 05:00:21+00:00,39.96186642023896,12.33085051457072,8.91636351155992,34.064292707038845,37.0298549484886
2017-06-12 06:00:21+00:00,41.126043608628144,16.92661264881167,10.849085135882572,151.99600716611664,36.78226768624774
2017-06-12 07:00:21+00:00,41.06834091722466,14.059523066236173,9.978173343630743,65.45955022455317,38.308629754361036
2017-06-12 08:00:21+00:00,24.517660350563435,17.186621909618108,13.66681186307007,99.5787371515149,20.919448619982912
2017-06-12 09:00:21+00:00,38.185694088802535,11.479714482442274,11.159202876869566,62.21242742780902,33.93515091850358
2017-06-12 10:00:21+00:00,36.271710504431155,13.038799655678162,12.041932537650249,72.69876523606804,31.956045836908604
2017-06-12 11:00:21+00:00,62.57487932948887,16.877819367489636,13.067438059772027,124.65672724076987,55.948011741207694
2017-06-12 12:00:21+00:00,14.26099207093138,11.902427264235715,9.367743956828297,122.63832248934975,12.506060683389624
2017-06-12 13:00:21+00:00,45.967685389047446,12.910175251551344,11.72311238882079,74.07969898447331,41.37031840315825
2017-06-12 14:00:21+00:00,57.92653727712639,6.88326254123711,7.617173706994956,94.7306967770992,52.79122142040063
2017-06-12 15:00:21+00:00,23.548637161246624,14.525105977001113,12.273802245489076,27.405835803717352,21.320368570086938
2017-06-12 16:00:21+00:00,62.22130745687525,16.325160214757968,13.636407744860465,135.99685815398485,56.45724051743835
2017-06-12 17:00:21+00:00,38.90312474733646,11.289969844428827,9.508039906504923,58.174772080036604,34.03238434549134
2017-06-12 18:00:21+00:00,32.7321991230999,14.61090191804719,12.227190051172494,18.87077932525821,28.80902678829988
2017-06-12 19:00:21+00:00,37.58831073998715,12.212531074804165,10.310800252634248,54.73789973771365,33.388217064950304
2017-06-12 20:00:21+00:00,39.742326074410784,9.863796675584835,5.897056034595018,66.73976070274581,35.667950743907035
2017-06-12 21:00:21+00:00,39.30672064638805,12.735807259274916,6.952272136214074,74.63777680504747,36.619997926287496
2017-06-12 22:00:21+00:00,21.344157754446368,12.13095439411265,7.950830349463075,88.89031564304766,19.28174513006361
2017-06-12 23:00:21+00:00,41.547096558048366,13.834131387585156,10.138384854077229,126.90461141469555,36.65144154737948
2017-06-13 00:00:21+00:00,14.069226409512797,12.783082610310217,11.540933671438681,56.789329990755206,13.276334649161262
2017-06-13 01:00:21+00:00,29.124674773695677,16.76946605885797,12.873726009560421,97.51915467774612,26.288870385424328
2017-06-13 02:00:21+00:00,31.921097027307894,12.172093563156494,10.143502067104931,16.665244609927164,28.48999226291433
2017-06-13 03:00:21+00:00,36.639249551821635,13.211160055481706,10.70973941000008,104.84883359281255,34.35282730126401
